segment_id,project,module,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,K11,any_smell
P-B_R05275,P-B,HR-TAM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R05276,P-B,HR-TAM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05277,P-B,HR-TAM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R05278,P-B,HR-TAM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R05279,P-B,HR-TAM,1,0,1,0,0,0,0,0,1,0,1,1
P-B_R05280,P-B,HR-TAM,0,1,1,0,0,0,0,0,0,1,1,1
P-B_R05281,P-B,HR-TAM,0,1,1,0,1,0,0,0,1,0,0,1
P-B_R05282,P-B,HR-TAM,0,1,1,0,0,0,0,1,0,0,0,1
P-B_R05283,P-B,HR-TAM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05284,P-B,HR-TAM,0,1,1,0,0,0,0,0,1,0,0,1
P-B_R05285,P-B,HR-TAM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05286,P-B,HR-TAM,0,0,0,0,1,1,0,0,0,0,0,1
P-B_R05287,P-B,HR-TAM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05288,P-B,HR-TAM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05289,P-B,HR-TAM,0,0,0,0,1,1,0,0,0,0,1,1
P-B_R05290,P-B,HR-TAM,0,1,1,0,0,0,0,1,0,0,1,1
P-B_R05291,P-B,HR-TAM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R05292,P-B,HR-TAM,1,1,1,0,0,0,0,0,0,0,1,1
P-B_R05293,P-B,HR-TAM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05294,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,1,1
P-B_R05295,P-B,HR-TAM,0,1,1,0,0,0,0,1,0,0,0,1
P-B_R05296,P-B,HR-TAM,0,1,1,0,0,0,0,1,0,0,0,1
P-B_R05297,P-B,HR-TAM,0,1,1,0,0,0,0,1,0,0,0,1
P-B_R05298,P-B,HR-TAM,0,1,0,0,0,0,0,1,0,0,0,1
P-B_R05299,P-B,HR-TAM,0,1,0,0,0,0,0,1,0,0,0,1
P-B_R05300,P-B,HR-TAM,0,1,0,0,0,0,0,0,0,0,1,1
P-B_R05301,P-B,HR-TAM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05302,P-B,HR-TAM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R05303,P-B,HR-TAM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05304,P-B,HR-TAM,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R05305,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05306,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05307,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05308,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05309,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05310,P-B,HR-TAM,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R05311,P-B,HR-TAM,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R05312,P-B,HR-TAM,0,0,0,0,0,1,0,0,0,0,0,1
P-B_R05313,P-B,HR-TAM,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R05314,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05315,P-B,HR-TAM,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R05316,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05317,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05318,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05319,P-B,HR-TAM,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R05320,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05321,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05322,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05323,P-B,HR-TAM,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R05324,P-B,HR-TAM,0,0,0,0,0,1,0,0,0,0,0,1
P-B_R05325,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05326,P-B,HR-TAM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05327,P-B,HR-TAM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05328,P-B,HR-TAM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R05329,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,1,1
P-B_R05330,P-B,HR-TAM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R05331,P-B,HR-TAM,0,1,1,0,0,0,0,1,0,0,0,1
P-B_R05332,P-B,HR-TAM,0,0,0,0,0,1,0,0,0,0,1,1
P-B_R05333,P-B,HR-TAM,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R05334,P-B,HR-TAM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05335,P-B,HR-TAM,0,1,1,1,0,0,0,0,0,0,0,1
P-B_R05336,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05337,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05338,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05339,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05340,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05341,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05342,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05343,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05344,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05345,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05346,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05347,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05348,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05349,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05350,P-B,HR-TAM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R05351,P-B,HR-TAM,0,0,0,0,0,1,0,0,0,0,0,1
P-B_R05352,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05353,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05354,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05355,P-B,HR-TAM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05356,P-B,HR-TAM,0,1,0,0,0,0,0,1,0,0,0,1
P-B_R05357,P-B,HR-TAM,0,1,0,0,0,0,0,1,0,0,0,1
P-B_R05358,P-B,HR-TAM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R05359,P-B,HR-TAM,0,1,1,0,1,0,0,0,0,0,1,1
P-B_R05360,P-B,HR-TAM,0,1,1,0,1,0,0,0,0,0,0,1
P-B_R05361,P-B,HR-TAM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05362,P-B,HR-TAM,0,1,1,0,1,0,0,0,0,0,0,1
P-B_R05363,P-B,HR-TAM,0,1,1,1,0,1,0,0,0,0,0,1
P-B_R05364,P-B,HR-TAM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05365,P-B,HR-TAM,0,1,1,0,1,1,0,0,0,0,0,1
P-B_R05366,P-B,HR-TAM,0,1,1,0,1,0,0,0,0,0,0,1
P-B_R05367,P-B,HR-TAM,0,1,1,0,0,0,0,1,0,0,1,1
P-B_R05368,P-B,HR-TAM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05369,P-B,HR-TAM,0,1,1,0,1,0,0,0,0,0,1,1
P-B_R05370,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05371,P-B,HR-TAM,0,1,0,0,0,0,0,1,0,0,0,1
P-B_R05372,P-B,HR-TAM,0,1,0,0,0,0,0,1,0,0,0,1
P-B_R05373,P-B,HR-TAM,0,1,0,0,0,0,0,1,0,0,0,1
P-B_R05374,P-B,HR-TAM,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R05375,P-B,HR-TAM,0,1,1,0,1,1,0,0,0,0,0,1
P-B_R05376,P-B,HR-TAM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05377,P-B,HR-TAM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05378,P-B,HR-TAM,0,0,0,0,0,1,1,0,1,0,0,1
P-B_R05379,P-B,HR-TAM,0,1,1,0,0,0,0,1,0,0,0,1
P-B_R05380,P-B,HR-TAM,0,0,0,0,0,1,0,0,1,0,0,1
P-B_R05381,P-B,HR-TAM,0,0,0,1,1,0,0,0,1,0,0,1
P-B_R05382,P-B,HR-TAM,0,1,1,0,0,0,0,0,1,0,0,1
P-B_R05383,P-B,HR-TAM,0,1,0,0,0,0,0,0,1,0,0,1
P-B_R05384,P-B,HR-TAM,0,1,1,1,1,0,0,0,1,0,0,1
P-B_R05385,P-B,HR-TAM,0,1,1,0,0,1,0,0,1,0,1,1
P-B_R05386,P-B,HR-TAM,0,1,1,0,0,1,0,0,1,0,0,1
P-B_R05387,P-B,HR-TAM,0,1,1,0,1,1,0,0,0,0,1,1
P-B_R05388,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05389,P-B,HR-TAM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05390,P-B,HR-TAM,0,1,1,1,1,0,0,0,0,0,0,1
P-B_R05391,P-B,HR-TAM,0,0,0,0,0,0,1,0,1,0,1,1
P-B_R05392,P-B,HR-TAM,0,0,0,0,0,1,0,0,0,0,1,1
P-B_R05393,P-B,HR-TAM,0,1,1,0,0,0,1,0,0,0,0,1
P-B_R05394,P-B,HR-TAM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05395,P-B,HR-TAM,0,1,1,0,0,1,1,0,1,0,0,1
P-B_R05396,P-B,HR-TAM,0,1,0,0,0,0,0,0,0,0,0,1
P-B_R05397,P-B,HR-TAM,0,1,1,0,1,0,0,0,0,0,0,1
P-B_R05398,P-B,HR-TAM,0,1,1,0,0,0,0,0,1,0,0,1
P-B_R05399,P-B,HR-TAM,0,1,0,0,0,0,0,0,0,0,0,1
P-B_R05400,P-B,HR-TAM,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R05401,P-B,HR-TAM,0,1,1,0,1,0,0,0,0,0,0,1
P-B_R05402,P-B,HR-TAM,0,1,1,0,1,1,1,0,1,0,0,1
P-B_R05403,P-B,HR-TAM,0,1,1,0,0,1,1,0,1,0,0,1
P-B_R05404,P-B,HR-TAM,0,1,1,0,1,1,0,0,1,0,0,1
P-B_R05405,P-B,HR-TAM,0,0,0,0,0,1,0,0,0,0,1,1
P-B_R05406,P-B,HR-TAM,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R05407,P-B,HR-TAM,0,1,1,0,1,1,0,0,0,0,0,1
P-B_R05408,P-B,HR-TAM,0,0,0,0,0,0,1,0,1,0,0,1
P-B_R05409,P-B,HR-TAM,0,1,1,0,0,0,0,0,1,0,0,1
P-B_R05410,P-B,HR-TAM,0,1,1,0,1,0,0,0,0,0,0,1
P-B_R05411,P-B,HR-TAM,0,1,1,0,0,0,0,1,0,0,0,1
P-B_R05412,P-B,HR-TAM,0,0,0,0,0,0,1,0,1,0,1,1
P-B_R05413,P-B,HR-TAM,0,0,0,0,0,0,1,0,1,0,1,1
P-B_R05414,P-B,HR-TAM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05415,P-B,HR-TAM,0,1,1,0,1,0,0,0,1,0,1,1
P-B_R05416,P-B,HR-TAM,0,1,0,0,1,1,0,0,1,0,0,1
P-B_R05417,P-B,HR-TAM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05418,P-B,HR-TAM,0,1,1,0,0,0,0,0,1,0,0,1
P-B_R05419,P-B,HR-TAM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05420,P-B,HR-TAM,0,1,1,0,1,0,1,0,1,0,0,1
P-B_R05421,P-B,HR-TAM,0,0,0,1,1,0,0,0,1,0,0,1
P-B_R05422,P-B,HR-TAM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05423,P-B,HR-TAM,0,1,1,0,0,1,0,0,1,0,0,1
P-B_R05424,P-B,HR-TAM,0,1,0,0,0,1,0,1,0,0,0,1
P-B_R05425,P-B,HR-TAM,0,0,0,0,1,0,0,0,1,0,1,1
P-B_R05426,P-B,HR-TAM,0,0,0,0,1,0,0,0,1,0,1,1
P-B_R05427,P-B,HR-TAM,0,1,0,0,0,0,0,0,1,0,0,1
P-B_R05428,P-B,HR-TEM,0,1,1,0,0,1,0,0,0,0,1,1
P-B_R05429,P-B,HR-TEM,0,1,1,0,0,1,0,0,0,0,1,1
P-B_R05430,P-B,HR-TEM,0,1,1,0,0,1,0,0,0,0,1,1
P-B_R05431,P-B,HR-TEM,0,1,1,0,0,1,0,0,0,0,1,1
P-B_R05432,P-B,HR-TEM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05433,P-B,HR-TEM,0,1,0,0,0,0,0,0,0,0,0,1
P-B_R05434,P-B,HR-TEM,0,1,1,0,0,1,0,0,0,0,1,1
P-B_R05435,P-B,HR-TEM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05436,P-B,HR-TEM,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R05437,P-B,HR-TEM,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R05438,P-B,HR-TEM,0,1,1,0,0,0,0,1,0,0,0,1
P-B_R05439,P-B,HR-TEM,0,1,1,0,0,1,0,0,0,0,1,1
P-B_R05440,P-B,HR-TEM,0,1,1,0,0,1,0,0,0,0,1,1
P-B_R05441,P-B,HR-TEM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05442,P-B,HR-TEM,0,1,1,0,0,1,0,0,0,0,1,1
P-B_R05443,P-B,HR-TEM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05444,P-B,HR-TEM,0,1,1,0,0,1,0,0,0,0,1,1
P-B_R05445,P-B,HR-TEM,0,1,1,0,0,1,0,0,0,0,1,1
P-B_R05446,P-B,HR-TEM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05447,P-B,HR-TEM,0,1,1,0,0,1,0,0,0,0,1,1
P-B_R05448,P-B,HR-TEM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05449,P-B,HR-TEM,0,1,1,0,0,1,0,0,0,0,1,1
P-B_R05450,P-B,HR-TEM,0,1,1,0,0,1,0,0,0,0,1,1
P-B_R05451,P-B,HR-TEM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05452,P-B,HR-TEM,0,1,1,0,0,1,0,0,0,0,1,1
P-B_R05453,P-B,HR-TEM,0,1,1,0,0,1,0,0,0,0,1,1
P-B_R05454,P-B,HR-TEM,0,1,1,0,0,1,0,0,0,0,1,1
P-B_R05455,P-B,HR-TEM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R05456,P-B,HR-TEM,0,1,1,0,0,0,0,0,0,0,1,1
P-B_R05457,P-B,HR-TEM,0,1,1,0,0,1,0,0,0,0,1,1
P-B_R05458,P-B,HR-TEM,0,1,1,0,0,0,0,0,0,1,0,1
P-B_R05459,P-B,HR-TEM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05460,P-B,HR-TEM,0,1,1,0,0,0,0,1,0,0,1,1
P-B_R05461,P-B,HR-TEM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05462,P-B,HR-TEM,0,1,0,0,0,1,1,1,0,0,0,1
P-B_R05463,P-B,HR-TEM,0,1,1,0,0,0,1,0,0,0,0,1
P-B_R05464,P-B,HR-TEM,0,1,1,0,0,1,1,0,0,0,0,1
P-B_R05465,P-B,HR-TEM,0,1,1,0,1,0,0,0,0,0,0,1
P-B_R05466,P-B,HR-TEM,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R05467,P-B,HR-TEM,0,1,0,0,0,0,0,1,0,1,1,1
P-B_R05468,P-B,HR-TEM,0,1,0,0,0,0,0,0,0,0,0,1
P-B_R05469,P-B,HR-TEM,0,1,0,0,0,0,0,0,0,0,0,1
P-B_R05470,P-B,HR-TEM,0,1,0,0,0,0,0,0,0,0,0,1
P-B_R05471,P-B,HR-TEM,0,1,0,0,0,0,0,0,0,0,0,1
P-B_R05472,P-B,HR-TEM,0,1,0,0,0,0,0,0,0,0,0,1
P-B_R05473,P-B,HR-TEM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05474,P-B,HR-TEM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05475,P-B,HR-TEM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05476,P-B,HR-TEM,0,1,1,0,0,1,0,0,0,0,1,1
P-B_R05477,P-B,HR-TEM,0,1,1,0,0,1,0,0,0,0,1,1
P-B_R05478,P-B,HR-TEM,0,1,1,0,0,1,1,0,0,0,1,1
P-B_R05479,P-B,HR-TEM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05480,P-B,HR-TEM,0,1,1,0,1,0,0,0,0,0,1,1
P-B_R05481,P-B,HR-TEM,0,1,1,0,1,1,0,0,0,0,0,1
P-B_R05482,P-B,HR-TEM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05483,P-B,HR-TEM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05484,P-B,HR-TEM,0,0,0,0,0,1,1,0,1,0,0,1
P-B_R05485,P-B,HR-TEM,0,1,1,0,0,0,0,1,0,0,0,1
P-B_R05486,P-B,HR-TEM,0,0,0,0,0,1,0,0,1,0,0,1
P-B_R05487,P-B,HR-TEM,0,0,0,1,1,0,0,0,1,0,0,1
P-B_R05488,P-B,HR-TEM,0,1,1,0,0,0,0,0,1,0,0,1
P-B_R05489,P-B,HR-TEM,0,1,0,0,0,0,0,0,1,0,0,1
P-B_R05490,P-B,HR-TEM,0,1,1,1,1,0,0,0,1,0,0,1
P-B_R05491,P-B,HR-TEM,0,1,1,0,0,1,0,0,1,0,1,1
P-B_R05492,P-B,HR-TEM,0,1,1,0,0,1,0,0,1,0,0,1
P-B_R05493,P-B,HR-TEM,0,1,1,0,1,1,0,0,0,0,1,1
P-B_R05494,P-B,HR-TEM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05495,P-B,HR-TEM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05496,P-B,HR-TEM,0,1,1,1,1,0,0,0,0,0,0,1
P-B_R05497,P-B,HR-TEM,0,0,0,0,0,0,1,0,1,0,1,1
P-B_R05498,P-B,HR-TEM,0,0,0,0,0,1,0,0,0,0,1,1
P-B_R05499,P-B,HR-TEM,0,1,1,0,0,0,1,0,0,0,0,1
P-B_R05500,P-B,HR-TEM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05501,P-B,HR-TEM,0,1,1,0,0,1,1,0,1,0,0,1
P-B_R05502,P-B,HR-TEM,0,1,0,0,0,0,0,0,0,0,0,1
P-B_R05503,P-B,HR-TEM,0,1,1,0,1,0,0,0,0,0,0,1
P-B_R05504,P-B,HR-TEM,0,1,1,0,0,0,0,0,1,0,0,1
P-B_R05505,P-B,HR-TEM,0,1,0,0,0,0,0,0,0,0,0,1
P-B_R05506,P-B,HR-TEM,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R05507,P-B,HR-TEM,0,1,1,0,1,0,0,0,0,0,0,1
P-B_R05508,P-B,HR-TEM,0,1,1,0,1,1,1,0,1,0,0,1
P-B_R05509,P-B,HR-TEM,0,1,1,0,0,1,1,0,1,0,0,1
P-B_R05510,P-B,HR-TEM,0,1,1,0,1,1,0,0,1,0,0,1
P-B_R05511,P-B,HR-TEM,0,0,0,0,0,1,0,0,0,0,1,1
P-B_R05512,P-B,HR-TEM,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R05513,P-B,HR-TEM,0,1,1,0,1,1,0,0,0,0,0,1
P-B_R05514,P-B,HR-TEM,0,0,0,0,0,0,1,0,1,0,0,1
P-B_R05515,P-B,HR-TEM,0,1,1,0,0,0,0,0,1,0,0,1
P-B_R05516,P-B,HR-TEM,0,1,1,0,1,0,0,0,0,0,0,1
P-B_R05517,P-B,HR-TEM,0,1,1,0,0,0,0,1,0,0,0,1
P-B_R05518,P-B,HR-TEM,0,0,0,0,0,0,1,0,1,0,1,1
P-B_R05519,P-B,HR-TEM,0,0,0,0,0,0,1,0,1,0,1,1
P-B_R05520,P-B,HR-TEM,0,1,1,0,0,1,0,0,0,0,0,1
P-B_R05521,P-B,HR-TEM,0,1,1,0,1,0,0,0,1,0,1,1
P-B_R05522,P-B,HR-TEM,0,1,0,0,1,1,0,0,1,0,0,1
P-B_R05523,P-B,HR-TEM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05524,P-B,HR-TEM,0,1,1,0,0,0,0,0,1,0,0,1
P-B_R05525,P-B,HR-TEM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05526,P-B,HR-TEM,0,1,1,0,1,0,1,0,1,0,0,1
P-B_R05527,P-B,HR-TEM,0,0,0,1,1,0,0,0,1,0,0,1
P-B_R05528,P-B,HR-TEM,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05529,P-B,HR-TEM,0,1,1,0,0,1,0,0,1,0,0,1
P-B_R05530,P-B,HR-TEM,0,1,0,0,0,1,0,1,0,0,0,1
P-B_R05531,P-B,HR-TEM,0,0,0,0,1,0,0,0,1,0,1,1
P-B_R05532,P-B,HR-TEM,0,0,0,0,1,0,0,0,1,0,1,1
P-B_R05533,P-B,HR-TEM,0,1,0,0,0,0,0,0,1,0,0,1
P-B_R05534,P-B,IS,0,1,1,1,0,0,0,0,0,0,0,1
P-B_R05535,P-B,IS,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05536,P-B,IS,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R05537,P-B,IS,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R05538,P-B,IS,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R05539,P-B,IS,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R05540,P-B,IS,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R05541,P-B,IS,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R05542,P-B,IS,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R05543,P-B,IS,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R05544,P-B,IS,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R05545,P-B,IS,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05546,P-B,IS,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R05547,P-B,IS,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R05548,P-B,IS,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05549,P-B,IS,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R05550,P-B,IS,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R05551,P-B,IS,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R05552,P-B,IS,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R05553,P-B,IS,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R05554,P-B,IS,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05555,P-B,IS,0,1,1,0,0,0,0,0,1,0,0,1
P-B_R05556,P-B,IS,0,1,1,0,0,0,0,0,1,0,0,1
P-B_R05557,P-B,IS,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R05558,P-B,IS,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R05559,P-B,IS,0,1,0,0,0,0,0,1,1,0,0,1
P-B_R05560,P-B,IS,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05561,P-B,IS,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R05562,P-B,IS,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05563,P-B,IS,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R05564,P-B,IS,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R05565,P-B,IS,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05566,P-B,IS,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05567,P-B,IS,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R05568,P-B,IS,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R05569,P-B,IS,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05570,P-B,IS,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R05571,P-B,IS,0,1,1,0,0,0,0,0,1,0,0,1
P-B_R05572,P-B,IS,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05573,P-B,IS,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R05574,P-B,IS,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R05575,P-B,IS,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R05576,P-B,IS,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R05577,P-B,IS,0,0,0,0,0,0,0,1,0,1,0,1
P-B_R05578,P-B,IS,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R05579,P-B,IS,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R05580,P-B,IS,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R05581,P-B,IS,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R05582,P-B,IS,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R05583,P-B,IS,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R05584,P-B,IS,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R05585,P-B,IS,0,0,0,1,0,0,0,0,0,0,0,1
P-B_R05586,P-B,IS,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R05587,P-B,IS,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R05588,P-B,IS,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R05589,P-B,IS,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05590,P-B,IS,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05591,P-B,IS,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05592,P-B,IS,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R05593,P-B,IS,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05594,P-B,IS,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R05595,P-B,IS,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R05596,P-B,IS,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05597,P-B,IS,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R05598,P-B,IS,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05599,P-B,IS,0,0,0,0,0,0,0,0,0,0,0,0
P-B_R05600,P-B,IS,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05601,P-B,IS,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05602,P-B,IS,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05603,P-B,IS,0,0,0,0,0,0,0,1,0,0,0,1
P-B_R05604,P-B,IS,0,1,1,0,0,0,0,0,0,0,0,1
P-B_R05605,P-B,IS,0,1,1,0,0,0,0,0,0,0,0,1
